ProgramKodu,UniversiteAdi,FakulteAdi,BolumAdi,PuanTuru,GenelKontenjan,Yerlesen,EnKucukPuan,EnBuyukPuan,OBKontenjan,OBYerlesen,OBEnKucukPuan,OBEnBuyukPuan
209410019,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (Burslu),TYT,40,40,273.30326,288.68872, , , , 
209410022,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (Burslu),TYT,40,40,272.89557,288.57738, , , , 
206850672,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Adalet (Burslu),TYT,12,12,277.83767,299.43150, , , , 
206850681,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Adalet (%50 İndirimli),TYT,68,68,218.13084,276.84004, , , , 
206850706,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Adalet (İÖ) (Burslu),TYT,7,7,263.33427,287.68635, , , , 
206850715,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Adalet (İÖ) (%50 İndirimli),TYT,41,41,198.12277,280.60269, , , , 
206851388,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ağız ve Diş Sağlığı (Ücretli),TYT,4,1,205.86095,205.86095, , , , 
206851397,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ağız ve Diş Sağlığı (Burslu),TYT,8,8,281.43885,299.16878, , , , 
206851404,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ağız ve Diş Sağlığı (%50 İndirimli),TYT,40,40,206.44166,243.36549, , , , 
206851422,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ameliyathane Hizmetleri (Burslu),TYT,7,7,286.77211,296.10570, , , , 
206851431,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ameliyathane Hizmetleri (%50 İndirimli),TYT,43,43,223.87181,265.36266, , , , 
206870051,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ameliyathane Hizmetleri (İÖ) (Burslu),TYT,6,6,265.83996,280.49193, , , , 
206870052,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Ameliyathane Hizmetleri (İÖ) (%50 İndirimli),TYT,34,34,206.54039,257.87336, , , , 
206851449,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Anestezi (Ücretli),TYT,9,9,201.43623,227.71823, , , , 
206851458,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Anestezi (Burslu),TYT,9,9,302.97642,346.50814, , , , 
206851467,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Anestezi (%50 İndirimli),TYT,42,42,245.01001,295.01580, , , , 
206870053,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Anestezi (İÖ) (Ücretli),TYT,5,5,199.66625,218.06963, , , , 
206870054,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Anestezi (İÖ) (Burslu),TYT,8,8,295.72896,312.07042, , , , 
206870055,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Anestezi (İÖ) (%50 İndirimli),TYT,39,39,219.36771,288.77547, , , , 
206851291,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Aşçılık (Burslu),TYT,9,9,300.89950,316.98358, , , , 
206851307,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Aşçılık (%50 İndirimli),TYT,49,49,213.00698,295.84046, , , , 
206850027,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Bankacılık ve Sigortacılık (Burslu),TYT,7,7,262.64681,270.07513, , , , 
206850036,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Bankacılık ve Sigortacılık (%50 İndirimli),TYT,42,38,186.45342,254.13630, , , , 
206850115,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Çocuk Gelişimi (Burslu),TYT,11,11,267.90846,287.97811, , , , 
206850124,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Çocuk Gelişimi (%50 İndirimli),TYT,62,62,216.21974,265.54480, , , , 
206850142,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Çocuk Gelişimi (İÖ) (Burslu),TYT,6,6,267.50535,310.96800, , , , 
206850151,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Çocuk Gelişimi (İÖ) (%50 İndirimli),TYT,33,33,186.69087,230.08241, , , , 
206851485,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Elektronörofizyoloji (Burslu),TYT,8,8,274.53180,282.76832, , , , 
206851494,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Elektronörofizyoloji (%50 İndirimli),TYT,47,47,178.58808,264.29541, , , , 
206870057,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Elektronörofizyoloji (İÖ) (Burslu),TYT,4,4,270.65154,280.24097, , , , 
206870058,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Elektronörofizyoloji (İÖ) (%50 İndirimli),TYT,25,18,176.76338,236.42941, , , , 
206850724,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Fizyoterapi (Ücretli),TYT,7,6,190.97827,210.99789, , , , 
206850733,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Fizyoterapi (Burslu),TYT,11,11,293.90577,307.46815, , , , 
206850742,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Fizyoterapi (%50 İndirimli),TYT,56,56,223.46716,292.56676, , , , 
206851007,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Fizyoterapi (İÖ) (Burslu),TYT,9,9,283.34830,300.23154, , , , 
206870071,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Fizyoterapi (İÖ) (%50 İndirimli),TYT,51,51,208.03337,291.57136, , , , 
206850512,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Grafik Tasarımı (Burslu),TYT,8,8,288.97070,305.43310, , , , 
206850636,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Grafik Tasarımı (%50 İndirimli),TYT,45,45,217.72224,278.07681, , , , 
206850769,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Grafik Tasarımı (İÖ) (Burslu),TYT,6,6,309.79238,414.11634, , , , 
206850778,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Grafik Tasarımı (İÖ) (%50 İndirimli),TYT,34,28,184.92618,281.17116, , , , 
206851325,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İç Mekan Tasarımı (Burslu),TYT,9,9,276.70382,299.86665, , , , 
206851334,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İç Mekan Tasarımı (%50 İndirimli),TYT,50,50,194.37003,272.46109, , , , 
206870060,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İç Mekan Tasarımı (İÖ) (Burslu),TYT,6,6,279.51736,289.78680, , , , 
206870061,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İç Mekan Tasarımı (İÖ) (%50 İndirimli),TYT,33,16,184.53302,256.69256, , , , 
206850487,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İlk ve Acil Yardım (Ücretli),TYT,11,11,223.50501,237.46824, , , , 
206850496,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İlk ve Acil Yardım (Burslu),TYT,9,9,319.23096,337.01334, , , , 
206850593,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İlk ve Acil Yardım (%50 İndirimli),TYT,40,40,262.63025,301.92439, , , , 
206850787,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ) (Ücretli),TYT,9,9,215.19395,245.67844, , , , 
206850796,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ) (Burslu),TYT,8,8,305.81125,392.51434, , , , 
206850803,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ) (%50 İndirimli),TYT,35,35,235.08685,290.92116, , , , 
206850178,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Mimari Restorasyon (Burslu),TYT,8,8,272.83451,293.85407, , , , 
206850187,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Mimari Restorasyon (%50 İndirimli),TYT,46,18,185.97119,246.71922, , , , 
206870022,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Mimari Restorasyon (İÖ) (Burslu),TYT,4,4,313.70591,342.17811, , , , 
206850557,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Mimari Restorasyon (İÖ) (%50 İndirimli),TYT,24,4,189.08627,261.23176, , , , 
206851546,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Odyometri (Burslu),TYT,11,11,279.62055,290.24959, , , , 
206851555,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Odyometri (%50 İndirimli),TYT,59,59,201.41735,278.11284, , , , 
206851034,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Radyo ve Televizyon Programcılığı (Burslu),TYT,6,6,268.18692,288.56084, , , , 
206851043,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Radyo ve Televizyon Programcılığı (%50 İndirimli),TYT,33,25,168.33318,246.16624, , , , 
206851061,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Radyo ve Televizyon Programcılığı (İÖ) (Burslu),TYT,4,4,254.24770,340.45062, , , , 
206851079,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Radyo ve Televizyon Programcılığı (İÖ) (%50 İndirimli),TYT,23,8,179.07106,239.09375, , , , 
206850821,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Radyoterapi (Burslu),TYT,11,11,265.09831,284.78421, , , , 
206850839,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Radyoterapi (%50 İndirimli),TYT,59,59,191.15196,259.49601, , , , 
206850539,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Saç Bakımı ve Güzellik Hizmetleri (Burslu),TYT,6,6,303.43641,330.81552, , , , 
206850654,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Saç Bakımı ve Güzellik Hizmetleri (%50 İndirimli),TYT,34,34,221.23414,284.83867, , , , 
206851122,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Spor Yönetimi (Burslu),TYT,8,8,258.10113,295.01697, , , , 
206851131,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Spor Yönetimi (%50 İndirimli),TYT,47,47,191.73971,251.32629, , , , 
206851167,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Spor Yönetimi (İÖ) (Burslu),TYT,5,5,270.17875,340.84373, , , , 
206851149,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Spor Yönetimi (İÖ) (%50 İndirimli),TYT,29,22,178.49850,244.66114, , , , 
206850478,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (Burslu),TYT,6,6,269.66108,277.33861, , , , 
206850575,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli),TYT,32,32,205.17227,255.09164, , , , 
206851185,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ) (Burslu),TYT,5,5,267.58177,269.85607, , , , 
206851194,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ) (%50 İndirimli),TYT,30,15,171.38798,242.04763, , , , 
206851501,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (Ücretli),TYT,7,6,183.28275,202.11994, , , , 
206851519,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (Burslu),TYT,8,8,293.93086,303.89429, , , , 
206851528,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (%50 İndirimli),TYT,37,37,212.94161,269.81633, , , , 
206870062,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (İÖ) (Ücretli),TYT,5,1,185.96566,185.96566, , , , 
206870063,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (İÖ) (Burslu),TYT,8,8,286.27097,294.86401, , , , 
206870064,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (İÖ) (%50 İndirimli),TYT,39,39,200.76376,257.51831, , , , 
206850293,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği (Burslu),TYT,6,6,260.38306,299.51731, , , , 
206850309,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği (%50 İndirimli),TYT,34,19,180.67321,250.34532, , , , 
206850327,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği (İÖ) (Burslu),TYT,4,4,250.42936,349.04578, , , , 
206850336,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği (İÖ) (%50 İndirimli),TYT,25,4,189.92986,233.88135, , , , 
206870087,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Uygulamalı İngilizce Çevirmenlik (İngilizce) (Burslu),TYT,6,6,384.14779,412.35987, , , , 
206870089,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Uygulamalı İngilizce Çevirmenlik (İngilizce) (%50 İndirimli),TYT,34,34,206.46444,296.14733, , , , 
206870088,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Uygulamalı İngilizce Çevirmenlik (İngilizce) (İÖ) (Burslu),TYT,5,5,412.38330,451.25167, , , , 
206870090,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU (Vakıf Üniversitesi),İstanbul Şişli Meslek Yüksekokulu,Uygulamalı İngilizce Çevirmenlik (İngilizce) (İÖ) (%50 İndirimli),TYT,25,25,197.57245,356.53556, , , , 
105650969,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Acil Durum ve Afet Yönetimi (Uzaktan Öğretim),TYT,180,185,243.84856,405.37048,5,0, , 
105690478,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Adalet (Açıköğretim),TYT,1500,1537,242.08767,434.24503,38,1,216.98939,216.98939
105650696,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Bankacılık ve Sigortacılık (Uzaktan Öğretim),TYT,150,154,233.62374,345.09454,4,0, , 
105650924,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Coğrafi Bilgi Sistemleri (Uzaktan Öğretim),TYT,130,134,211.85524,341.90205,4,0, , 
105690588,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Çocuk Gelişimi (Açıköğretim),TYT,3000,3075,221.70395,434.52180,75,0, , 
105650933,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Çocuk Gelişimi (Uzaktan Öğretim),TYT,160,164,273.40644,372.52609,4,0, , 
105650703,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Dış Ticaret (Uzaktan Öğretim),TYT,150,154,238.48024,366.93100,4,0, , 
105650915,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Hukuk Büro Yönetimi ve Sekreterliği (Açıköğretim),TYT,800,820,193.00322,353.62298,20,0, , 
105690589,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,İş Sağlığı ve Güvenliği (Açıköğretim),TYT,2000,2050,209.36871,425.01570,50,0, , 
105650942,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,İş Sağlığı ve Güvenliği (Uzaktan Öğretim),TYT,180,185,247.33328,423.33293,5,0, , 
105650906,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Kültürel Miras ve Turizm (Açıköğretim),TYT,300,308,193.12351,337.27670,8,0, , 
105690590,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Laborant ve Veteriner Sağlık (Açıköğretim),TYT,1000,1025,205.29520,368.95245,25,0, , 
105650951,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Medya ve İletişim (Uzaktan Öğretim),TYT,200,204,233.44978,431.36559,5,1,205.44411,205.44411
105650881,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Sağlık Kurumları İşletmeciliği (Açıköğretim),TYT,1000,1025,193.79714,452.70340,25,0, , 
105651013,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Sivil Hava Ulaştırma İşletmeciliği (Açıköğretim),TYT,2000,2050,191.68077,421.41156,50,0, , 
105650863,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Sosyal Hizmetler (Açıköğretim),TYT,2200,2255,196.79280,403.40570,55,0, , 
105650872,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Tıbbi Dokümantasyon ve Sekreterlik (Açıköğretim),TYT,2000,2048,213.17805,446.59451,50,2,198.12562,206.12549
105690479,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Açık ve Uzaktan Eğitim Fakültesi,Yaşlı Bakımı (Açıköğretim),TYT,450,462,189.43232,403.61550,12,0, , 
105651058,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Hukuk Fakültesi,Adalet Meslek Yüksekokulu,TYT,110,111,318.41412,450.32423,3,2,235.18835,254.81408
105651049,İSTANBUL ÜNİVERSİTESİ (Devlet Üniversitesi),Hukuk Fakültesi,Adalet Meslek Yüksekokulu,TYT,40,41,275.17764,374.53878,1,0, , 
111650854,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Ormancılık Meslek Yüksekokulu,Avcılık ve Yaban Hayatı,TYT,30,31,253.36553,325.68986,1,0, , 
111650509,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Ormancılık Meslek Yüksekokulu,Mobilya ve Dekorasyon,TYT,40,41,256.03675,324.07485,1,0, , 
111690604,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Ormancılık Meslek Yüksekokulu,Peyzaj ve Süs Bitkileri Yetiştiriciliği,TYT,50,52,247.86294,436.68820,2,0, , 
111650051,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Ormancılık Meslek Yüksekokulu,Sulama Teknolojisi,TYT,40,41,238.18050,267.01437,1,0, , 
111650078,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı,TYT,70,70,311.96205,371.81174,2,2,210.18684,212.94002
111650599,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Diş Protez Teknolojisi,TYT,70,72,293.31855,340.64227,2,0, , 
111651031,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Nükleer Tıp Teknikleri,TYT,50,52,282.84972,331.40546,2,0, , 
111650712,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Radyoterapi,TYT,70,70,298.34596,365.05941,2,2,255.99399,271.37524
111650103,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik,TYT,65,66,289.97923,344.77928,2,1,216.77551,216.77551
111650633,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri,TYT,65,65,320.24179,415.61103,2,2,239.36490,243.47906
111650615,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,65,65,314.13402,413.66617,2,2,293.63293,297.65944
111650518,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,100,103,268.85017,314.64839,3,0, , 
