ProgramKodu,UniversiteAdi,FakulteAdi,BolumAdi,PuanTuru,GenelKontenjan,Yerlesen,EnKucukPuan,EnBuyukPuan,OBKontenjan,OBYerlesen,OBEnKucukPuan,OBEnBuyukPuan
200150361,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Aşçılık (Burslu),TYT,5,5,381.17173,440.08834, , , , 
200150352,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Aşçılık (%50 İndirimli),TYT,28,28,221.33361,351.06405, , , , 
200150758,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (Burslu),TYT,3,3,317.00025,328.96551, , , , 
200150767,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (%50 İndirimli),TYT,20,20,212.35986,277.79740, , , , 
200150652,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı (Burslu),TYT,5,5,326.84287,375.41577, , , , 
200150661,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı (%50 İndirimli),TYT,31,31,226.94834,292.41650, , , , 
200190038,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı (İÖ) (Burslu),TYT,3,3,313.73746,316.64944, , , , 
200190039,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ağız ve Diş Sağlığı (İÖ) (%50 İndirimli),TYT,20,20,208.55541,283.17753, , , , 
200150679,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ameliyathane Hizmetleri (Burslu),TYT,6,6,320.13835,356.53196, , , , 
200150688,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ameliyathane Hizmetleri (%50 İndirimli),TYT,34,34,232.75390,261.14082, , , , 
200150025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi (Burslu),TYT,5,5,380.80622,422.92510, , , , 
200150255,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi (%50 İndirimli),TYT,31,31,270.14774,373.87254, , , , 
200150404,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi (İÖ) (Burslu),TYT,5,5,341.80096,371.37151, , , , 
200150397,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Anestezi (İÖ) (%50 İndirimli),TYT,31,31,254.24193,285.41278, , , , 
200150185,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Diyaliz (Burslu),TYT,5,5,301.97749,322.95506, , , , 
200150334,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Diyaliz (%50 İndirimli),TYT,31,31,220.68093,261.00519, , , , 
200150201,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Elektronörofizyoloji (Burslu),TYT,5,5,299.02359,333.24432, , , , 
200150343,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Elektronörofizyoloji (%50 İndirimli),TYT,28,24,186.37810,265.37857, , , , 
200190058,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi (Burslu),TYT,5,5,331.80657,377.69180, , , , 
200190059,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi (%50 İndirimli),TYT,28,28,241.89410,298.50624, , , , 
200150167,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (Burslu),TYT,7,7,360.37229,406.09041, , , , 
200150264,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (%50 İndirimli),TYT,38,38,276.03787,310.38816, , , , 
200150501,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ) (Burslu),TYT,7,7,341.46900,399.87297, , , , 
200150494,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ) (%50 İndirimli),TYT,38,38,261.49494,285.85234, , , , 
200150697,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Odyometri (Burslu),TYT,5,5,328.21053,336.81732, , , , 
200150704,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Odyometri (%50 İndirimli),TYT,31,31,221.89182,282.06724, , , , 
200150713,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik (Burslu),TYT,7,7,334.05884,492.91272, , , , 
200150722,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik (%50 İndirimli),TYT,38,38,215.22724,279.81325, , , , 
200150731,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ortopedik Protez ve Ortez (Burslu),TYT,3,3,341.41984,356.73034, , , , 
200150749,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Ortopedik Protez ve Ortez (%50 İndirimli),TYT,20,20,218.71694,265.72067, , , , 
200150061,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri (Burslu),TYT,5,5,314.22595,331.09093, , , , 
200150307,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri (%50 İndirimli),TYT,31,31,209.63119,251.98517, , , , 
200150528,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri (İÖ) (Burslu),TYT,3,3,299.02763,367.39603, , , , 
200150519,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri (İÖ) (%50 İndirimli),TYT,20,11,182.35878,211.14267, , , , 
200150546,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Podoloji (Burslu),TYT,4,4,297.03890,298.82034, , , , 
200150537,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Podoloji (%50 İndirimli),TYT,21,21,194.46635,258.71700, , , , 
200150564,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Podoloji (İÖ) (Burslu),TYT,4,4,314.01326,366.17171, , , , 
200150555,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Podoloji (İÖ) (%50 İndirimli),TYT,21,12,171.12369,266.09428, , , , 
200150088,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Radyoterapi (Burslu),TYT,5,5,307.72530,318.23044, , , , 
200150282,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Radyoterapi (%50 İndirimli),TYT,31,31,212.07087,245.33443, , , , 
200150149,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (Burslu),TYT,3,3,311.14037,370.72610, , , , 
200150316,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli),TYT,19,19,199.48952,265.79166, , , , 
200150607,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ) (Burslu),TYT,2,2,288.29112,309.51266, , , , 
200150591,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ) (%50 İndirimli),TYT,12,3,185.93176,197.40726, , , , 
200150113,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (Burslu),TYT,6,6,344.39493,422.24612, , , , 
200150273,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (%50 İndirimli),TYT,34,34,239.79781,277.67537, , , , 
200150625,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (İÖ) (Burslu),TYT,6,6,313.33925,360.75622, , , , 
200150616,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri (İÖ) (%50 İndirimli),TYT,34,34,224.49047,249.14170, , , , 
200150131,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (Burslu),TYT,7,7,335.88239,386.14563, , , , 
200150291,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (%50 İndirimli),TYT,38,38,224.73372,269.33983, , , , 
200150643,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (İÖ) (Burslu),TYT,5,5,310.44372,340.74919, , , , 
200150634,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İSTANBUL) (Vakıf Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (İÖ) (%50 İndirimli),TYT,27,27,196.79749,227.61871, , , , 
100250255,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,60,62,198.62238,257.16821,2,0, , 
100250307,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,Bilgi Yönetimi,TYT,30,8,190.73114,255.89867,1,0, , 
100250467,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,30,31,216.20040,282.17025,1,0, , 
100250582,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,40,18,184.55673,224.78837,1,0, , 
100250413,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,İşletme Yönetimi,TYT,25,15,181.86989,347.62561,1,0, , 
100250643,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,Mekatronik,TYT,30,31,208.56386,282.49723,1,0, , 
100250379,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Besni Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,30,29,172.65856,259.32226,1,0, , 
100290070,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Gölbaşı Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,40,41,196.03127,314.96701,1,0, , 
100250476,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Gölbaşı Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,211.80885,236.51285,1,0, , 
100250591,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Gölbaşı Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,40,18,167.43420,213.21822,1,0, , 
100290056,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Gölbaşı Meslek Yüksekokulu,İş Sağlığı ve Güvenliği,TYT,40,41,220.19231,291.35548,1,0, , 
100250767,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Gölbaşı Meslek Yüksekokulu,Lojistik,TYT,40,41,188.83215,257.45803,1,0, , 
100250555,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Gölbaşı Meslek Yüksekokulu,Yerel Yönetimler,TYT,30,10,171.74068,262.77708,1,0, , 
100250713,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Bahçe Tarımı,TYT,25,24,184.71934,259.81436,1,0, , 
100250652,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,50,52,198.05714,249.87450,2,0, , 
100250485,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,30,31,213.93667,322.83396,1,0, , 
100250194,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Harita ve Kadastro,TYT,40,41,219.71732,281.97449,1,0, , 
100250625,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,50,52,243.59389,300.61291,2,0, , 
100250397,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,25,16,173.01261,228.65664,1,0, , 
100250228,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Tarla Bitkileri,TYT,30,31,195.92258,381.03993,1,0, , 
100250722,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Kahta Meslek Yüksekokulu,Turizm ve Seyahat Hizmetleri,TYT,25,13,170.79207,216.25535,1,0, , 
100250246,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Çocuk Gelişimi,TYT,70,70,267.32790,359.31772,2,2,231.82486,264.37337
100250749,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,60,60,323.95100,406.06406,2,2,228.21623,279.25874
100250731,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Optisyenlik,TYT,60,62,260.49162,369.03948,2,0, , 
100250616,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri,TYT,60,62,282.36035,362.64576,2,0, , 
100250607,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,60,62,294.42185,387.73193,2,0, , 
100250291,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Aşçılık,TYT,50,52,243.37964,388.19881,2,0, , 
100250697,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Dış Ticaret,TYT,45,47,188.62154,262.37714,2,0, , 
100250404,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,İşletme Yönetimi,TYT,60,62,194.16238,255.64027,2,0, , 
100250034,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Kooperatifçilik,TYT,40,21,172.97576,240.26386,1,0, , 
100250361,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,60,62,204.88145,274.54830,2,0, , 
100250758,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Özel Güvenlik ve Koruma,TYT,50,52,229.58514,295.93352,2,0, , 
100250079,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Pazarlama,TYT,30,31,173.94543,226.83559,1,0, , 
100250104,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Sosyal Bilimler Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği,TYT,50,52,200.96688,288.14773,2,0, , 
100250494,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,60,62,241.13062,350.31391,2,0, , 
100250264,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Elektrik,TYT,50,52,221.05561,282.17069,2,0, , 
100250273,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Gıda Teknolojisi,TYT,40,41,209.37122,278.13328,1,0, , 
100250431,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,60,62,200.34615,321.16909,2,0, , 
100250679,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Kimya Teknolojisi,TYT,30,31,202.48756,267.04492,1,0, , 
100250519,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Makine,TYT,40,41,212.44043,309.20133,1,0, , 
100250043,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Mimari Dekoratif Sanatlar,TYT,60,62,190.53710,309.20563,2,0, , 
100250052,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Mobilya ve Dekorasyon,TYT,25,11,186.80327,223.24676,1,0, , 
100250352,ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi),Teknik Bilimler Meslek Yüksekokulu,Sondaj Teknolojisi,TYT,25,26,190.10814,247.92529,1,0, , 
100450014,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Aşçılık,TYT,60,62,251.93530,366.41949,2,0, , 
100471122,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Aşçılık (İÖ),TYT,55,57,231.55800,281.59304,2,0, , 
100451569,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,60,62,254.18064,365.64620,2,0, , 
100450226,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi,TYT,65,67,250.84225,286.56360,2,0, , 
100470151,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi (İÖ),TYT,50,52,233.34325,287.10578,2,0, , 
100451772,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,55,57,206.49868,250.03301,2,0, , 
100471176,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı (İÖ),TYT,50,25,168.72837,215.91764,2,0, , 
100490179,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Çocuk Gelişimi,TYT,60,62,267.57230,349.93640,2,0, , 
100470027,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Çocuk Gelişimi (İÖ) (Bk.365),TYT,55,57,242.17591,278.88842,2,0, , 
100450041,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Elektrik,TYT,40,41,240.76756,351.95717,1,0, , 
100470036,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Elektrik (İÖ),TYT,40,41,220.41633,285.52616,1,0, , 
100451506,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Elektronik Teknolojisi,TYT,30,31,227.06839,288.30656,1,0, , 
100450077,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Gıda Teknolojisi,TYT,50,52,230.34379,276.63839,2,0, , 
100490185,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,İç Mekan Tasarımı,TYT,40,40,235.53813,339.94998,1,1,202.09361,202.09361
100490207,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,İç Mekan Tasarımı (İÖ),TYT,40,41,196.16606,289.02066,1,0, , 
100451445,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,60,62,214.17469,311.02347,2,0, , 
100470893,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,İnşaat Teknolojisi (İÖ),TYT,50,52,199.57544,311.15577,2,0, , 
100451348,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,İşletme Yönetimi,TYT,40,41,212.34254,250.95483,1,0, , 
100490180,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Makine,TYT,40,41,232.77163,307.32906,1,0, , 
100490210,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Mermer Teknolojisi,TYT,20,11,188.79022,331.53469,1,0, , 
100490211,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Mermer Teknolojisi (KKTC Uyruklu),TYT,1,0, , , , , , 
100451224,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Mimari Restorasyon,TYT,60,62,213.16260,323.86594,2,0, , 
100471185,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Mimari Restorasyon (İÖ),TYT,50,52,194.54779,275.23801,2,0, , 
100451233,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,60,62,218.18345,274.40399,2,0, , 
